season,player_name,birth_date,team,position,height_cm,weight_kg,spike_reach_cm,jersey_number,player_url
2022-2023,Miguel Tavares Rodrigues,02.03.1993,Aluron CMC Warta Zawiercie,Rozgrywający,192,70,315,,https://www.plusliga.pl/players/id/1728/tour/41.html
2022-2023,Marcin Waliński,24.10.1990,Aluron CMC Warta Zawiercie,Przyjmujący,194,100,330,,https://www.plusliga.pl/players/id/1470/tour/41.html
2022-2023,Michał Wieczorek,02.09.1986,Aluron CMC Warta Zawiercie,Przyjmujący,,,,,https://www.plusliga.pl/players/id/1719/tour/41.html
2022-2023,Miłosz Zniszczoł,02.07.1986,Aluron CMC Warta Zawiercie,Środkowy,201,100,345,,https://www.plusliga.pl/players/id/1760/tour/41.html
2022-2023,Mauricio Borges,04.02.1989,Asseco Resovia Rzeszów,Przyjmujący,200,99,335,,https://www.plusliga.pl/players/id/1639/tour/41.html
2022-2023,Jakub Bucki,13.08.1988,Asseco Resovia Rzeszów,Atakujący,197,84,343,,https://www.plusliga.pl/players/id/780/tour/41.html
2022-2023,Klemen Čebulj,21.02.1992,Asseco Resovia Rzeszów,Przyjmujący,202,97,368,,https://www.plusliga.pl/players/id/1179/tour/41.html
2022-2023,Torey DeFalco,10.04.1997,Asseco Resovia Rzeszów,Przyjmujący,198,95,340,,https://www.plusliga.pl/players/id/2317/tour/41.html
2022-2023,Witold Dereń,25.07.2004,Asseco Resovia Rzeszów,Libero,182,74,312,,https://www.plusliga.pl/players/id/2399/tour/41.html
2022-2023,Fabian Drzyzga,03.01.1990,Asseco Resovia Rzeszów,Rozgrywający,196,95,343,,https://www.plusliga.pl/players/id/602/tour/41.html
2022-2023,Michał Kędzierski,09.08.1994,Asseco Resovia Rzeszów,Rozgrywający,194,83,345,,https://www.plusliga.pl/players/id/1684/tour/41.html
2022-2023,Jakub Kochanowski,17.07.1997,Asseco Resovia Rzeszów,Środkowy,199,83,346,,https://www.plusliga.pl/players/id/803/tour/41.html
2022-2023,Jan Kozamernik,24.12.1995,Asseco Resovia Rzeszów,Środkowy,204,105,360,,https://www.plusliga.pl/players/id/861/tour/41.html
2022-2023,Bartłomiej Krulicki,15.09.1993,Asseco Resovia Rzeszów,Środkowy,205,104,350,,https://www.plusliga.pl/players/id/278/tour/41.html
2022-2023,Bartłomiej Mordyl,21.01.1995,Asseco Resovia Rzeszów,Środkowy,201,92,340,,https://www.plusliga.pl/players/id/282/tour/41.html
2022-2023,Maciej Muzaj,21.05.1994,Asseco Resovia Rzeszów,Atakujący,208,92,370,,https://www.plusliga.pl/players/id/1335/tour/41.html
2022-2023,Wojciech Nowak,23.07.2004,Asseco Resovia Rzeszów,Przyjmujący,192,76,317,,https://www.plusliga.pl/players/id/2415/tour/41.html
2022-2023,Tomasz Piotrowski,02.09.1997,Asseco Resovia Rzeszów,Przyjmujący,198,101,345,,https://www.plusliga.pl/players/id/2302/tour/41.html
2022-2023,Michał Potera,06.03.1988,Asseco Resovia Rzeszów,Libero,183,79,310,,https://www.plusliga.pl/players/id/1707/tour/41.html
2022-2023,Thibault Rossard,28.08.1993,Asseco Resovia Rzeszów,Przyjmujący,194,85,350,,https://www.plusliga.pl/players/id/2261/tour/41.html
2022-2023,Konrad Szpakowski,04.05.2005,Asseco Resovia Rzeszów,Środkowy,201,91,338,,https://www.plusliga.pl/players/id/1192/tour/41.html
2022-2023,Olaf Warchałowski,05.10.2004,Asseco Resovia Rzeszów,Rozgrywający,186,72,330,,https://www.plusliga.pl/players/id/1851/tour/41.html
2022-2023,Paweł Zatorski,21.06.1990,Asseco Resovia Rzeszów,Libero,184,73,328,,https://www.plusliga.pl/players/id/1977/tour/41.html
2022-2023,Illia Dovhyi,01.08.1998,Barkom Każany Lwów,Środkowy,200,100,345,,https://www.plusliga.pl/players/id/743/tour/41.html
2022-2023,Julius Firkal,14.01.1998,Barkom Każany Lwów,Przyjmujący,197,90,355,,https://www.plusliga.pl/players/id/980/tour/41.html
2022-2023,Oleksii Holoven,12.01.1999,Barkom Każany Lwów,Rozgrywający,196,85,350,,https://www.plusliga.pl/players/id/1858/tour/41.html
2022-2023,Dmytro Kanaiev,03.10.1997,Barkom Każany Lwów,Libero,177,81,305,,https://www.plusliga.pl/players/id/510/tour/41.html
2022-2023,Vitalii Kucher,27.10.1997,Barkom Każany Lwów,Przyjmujący,199,85,345,,https://www.plusliga.pl/players/id/2351/tour/41.html
2022-2023,Jonas Kvalen,06.06.1992,Barkom Każany Lwów,Przyjmujący,195,92,345,,https://www.plusliga.pl/players/id/936/tour/41.html
2022-2023,Bohdan Mazenko,18.05.1996,Barkom Każany Lwów,Środkowy,198,92,340,,https://www.plusliga.pl/players/id/353/tour/41.html
2022-2023,Vladyslav Shchurov,27.04.2001,Barkom Każany Lwów,Środkowy,208,90,360,,https://www.plusliga.pl/players/id/2359/tour/41.html
2022-2023,,,Barkom Każany Lwów,,,,,,https://www.plusliga.pl/players/id/1855/tour/41.html
2022-2023,Artem Smoliar,04.02.1985,Barkom Każany Lwów,Środkowy,209,101,355,,https://www.plusliga.pl/players/id/239/tour/41.html
2022-2023,Volodymyr Tevkun,03.09.1988,Barkom Każany Lwów,Atakujący,204,98,350,,https://www.plusliga.pl/players/id/2361/tour/41.html
2022-2023,Tymur Tsmokalo,23.12.2003,Barkom Każany Lwów,Przyjmujący,197,89,365,,https://www.plusliga.pl/players/id/2326/tour/41.html
2022-2023,Vasyl Tupchii,13.01.1992,Barkom Każany Lwów,Atakujący,196,90,330,,https://www.plusliga.pl/players/id/2337/tour/41.html
2022-2023,Murat Yenipazar,23.09.1993,Barkom Każany Lwów,Rozgrywający,193,74,339,,https://www.plusliga.pl/players/id/1788/tour/41.html
2022-2023,Andrii Zhukov,25.03.1999,Barkom Każany Lwów,Libero,185,75,300,,https://www.plusliga.pl/players/id/177/tour/41.html
2022-2023,Konstantin Cupkovic,02.01.1987,BBTS Bielsko-Biała,Przyjmujący,205,89,360,,https://www.plusliga.pl/players/id/1195/tour/41.html
2022-2023,Ovidiu Darlaczi,01.02.1999,BBTS Bielsko-Biała,Przyjmujący,202,92,352,,https://www.plusliga.pl/players/id/1890/tour/41.html
2022-2023,Arshdeep Dosanjh,30.07.1996,BBTS Bielsko-Biała,Rozgrywający,204,95,358,,https://www.plusliga.pl/players/id/238/tour/41.html
2022-2023,Bartosz Fijałek,30.08.2003,BBTS Bielsko-Biała,Libero,180,82,305,,https://www.plusliga.pl/players/id/300/tour/41.html
2022-2023,Konrad Formela,08.03.1995,BBTS Bielsko-Biała,Przyjmujący,194,86,345,,https://www.plusliga.pl/players/id/1184/tour/41.html
2022-2023,Roland Gergye,24.02.1993,BBTS Bielsko-Biała,Przyjmujący,200,90,355,,https://www.plusliga.pl/players/id/2121/tour/41.html
2022-2023,Radosław Gil,25.01.1997,BBTS Bielsko-Biała,Rozgrywający,191,82,335,,https://www.plusliga.pl/players/id/2046/tour/41.html
2022-2023,Jake Hanes,03.05.1998,BBTS Bielsko-Biała,Atakujący,210,102,366,,https://www.plusliga.pl/players/id/775/tour/41.html
2022-2023,Adrian Hunek,28.10.1985,BBTS Bielsko-Biała,Środkowy,202,95,345,,https://www.plusliga.pl/players/id/31/tour/41.html
2022-2023,Radosław Puczkowski,02.01.2003,BBTS Bielsko-Biała,Przyjmujący,203,86,355,,https://www.plusliga.pl/players/id/2052/tour/41.html
2022-2023,Pierre Pujol,13.07.1984,BBTS Bielsko-Biała,Rozgrywający,186,90,335,,https://www.plusliga.pl/players/id/1991/tour/41.html
2022-2023,Wojciech Siek,10.05.1994,BBTS Bielsko-Biała,Środkowy,205,101,355,,https://www.plusliga.pl/players/id/2420/tour/41.html
2022-2023,Daulton Sinoski,07.04.1997,BBTS Bielsko-Biała,Atakujący,203,95,355,,https://www.plusliga.pl/players/id/458/tour/41.html
2022-2023,Dominik Teklak,17.03.2000,BBTS Bielsko-Biała,Libero,184,73,317,,https://www.plusliga.pl/players/id/522/tour/41.html
2022-2023,Jakub Urbanowicz,14.08.1993,BBTS Bielsko-Biała,Przyjmujący,203,86,360,,https://www.plusliga.pl/players/id/840/tour/41.html
2022-2023,Dawid Woch,16.05.1997,BBTS Bielsko-Biała,Środkowy,200,90,350,,https://www.plusliga.pl/players/id/487/tour/41.html
2022-2023,Mateusz Zawalski,07.02.1995,BBTS Bielsko-Biała,Środkowy,196,94,335,,https://www.plusliga.pl/players/id/1631/tour/41.html
2022-2023,Jan Zimmermann,12.02.1993,BBTS Bielsko-Biała,Rozgrywający,190,83,335,,https://www.plusliga.pl/players/id/868/tour/41.html
2022-2023,Bartosz Firszt,19.03.1999,Cerrad Enea Czarni Radom,Przyjmujący,198,93,342,,https://www.plusliga.pl/players/id/302/tour/41.html
2022-2023,Daniel Gąsior,09.01.1995,Cerrad Enea Czarni Radom,Atakujący,200,93,349,,https://www.plusliga.pl/players/id/426/tour/41.html
2022-2023,Bartłomiej Lemański,19.03.1996,Cerrad Enea Czarni Radom,Środkowy,217,105,365,,https://www.plusliga.pl/players/id/279/tour/41.html
2022-2023,Piotr Łukasik,11.07.1994,Cerrad Enea Czarni Radom,Przyjmujący,208,112,350,,https://www.plusliga.pl/players/id/2010/tour/41.html
2022-2023,Mateusz Masłowski,13.06.1997,Cerrad Enea Czarni Radom,Libero,185,80,333,,https://www.plusliga.pl/players/id/1604/tour/41.html
2022-2023,Wiktor Nowak,21.05.1999,Cerrad Enea Czarni Radom,Rozgrywający,191,85,320,,https://www.plusliga.pl/players/id/2385/tour/41.html
2022-2023,Maciej Nowowsiak,20.09.2001,Cerrad Enea Czarni Radom,Libero,189,74,320,,https://www.plusliga.pl/players/id/1337/tour/41.html
2022-2023,Michał Ostrowski,29.03.1990,Cerrad Enea Czarni Radom,Środkowy,203,96,345,,https://www.plusliga.pl/players/id/1703/tour/41.html
2022-2023,Paweł Rusin,05.03.1992,Cerrad Enea Czarni Radom,Przyjmujący,182,78,340,,https://www.plusliga.pl/players/id/1946/tour/41.html
2022-2023,Damian Schulz,26.02.1990,Cerrad Enea Czarni Radom,Atakujący,208,95,355,,https://www.plusliga.pl/players/id/413/tour/41.html
2022-2023,Timo Tammemaa,18.11.1991,Cerrad Enea Czarni Radom,Środkowy,205,93,365,,https://www.plusliga.pl/players/id/2269/tour/41.html
2022-2023,Sebastian Warda,18.01.1989,Cerrad Enea Czarni Radom,Środkowy,204,104,355,,https://www.plusliga.pl/players/id/2163/tour/41.html
2022-2023,Matthew West,01.10.1993,Cerrad Enea Czarni Radom,Rozgrywający,198,90,354,,https://www.plusliga.pl/players/id/1635/tour/41.html
2022-2023,Paweł Woicki,19.06.1983,Cerrad Enea Czarni Radom,Rozgrywający,182,84,315,,https://www.plusliga.pl/players/id/1974/tour/41.html
2022-2023,Alexander Berger,27.09.1988,Cuprum Lubin,Przyjmujący,194,90,340,,https://www.plusliga.pl/players/id/126/tour/41.html
2022-2023,Dominik Czerny,04.04.2003,Cuprum Lubin,Przyjmujący,196,91,348,,https://www.plusliga.pl/players/id/513/tour/41.html
2022-2023,Damian Czetowicz,26.02.2000,Cuprum Lubin,Rozgrywający,195,90,347,,https://www.plusliga.pl/players/id/401/tour/41.html
2022-2023,Wojciech Ferens,05.04.1991,Cuprum Lubin,Przyjmujący,195,96,355,,https://www.plusliga.pl/players/id/2405/tour/41.html
2022-2023,Remigiusz Kapica,28.09.2000,Cuprum Lubin,Atakujący,200,97,352,,https://www.plusliga.pl/players/id/2093/tour/41.html
2022-2023,Jędrzej Kaźmierczak,23.09.2000,Cuprum Lubin,Środkowy,200,85,358,,https://www.plusliga.pl/players/id/905/tour/41.html
2022-2023,Ilia Kovalov,31.08.1996,Cuprum Lubin,Przyjmujący,198,86,355,,https://www.plusliga.pl/players/id/741/tour/41.html
2022-2023,Florian Krage,11.01.1997,Cuprum Lubin,Środkowy,204,102,357,,https://www.plusliga.pl/players/id/636/tour/41.html
2022-2023,Kajetan Kubicki,09.02.2003,Cuprum Lubin,Rozgrywający,190,88,336,,https://www.plusliga.pl/players/id/1020/tour/41.html
2022-2023,Adam Lorenc,30.10.1998,Cuprum Lubin,Atakujący,198,93,360,,https://www.plusliga.pl/players/id/12/tour/41.html
2022-2023,Paweł Pietraszko,05.10.1990,Cuprum Lubin,Środkowy,201,96,352,,https://www.plusliga.pl/players/id/1964/tour/41.html
2022-2023,Maciej Sas,10.11.1998,Cuprum Lubin,Libero,179,80,315,,https://www.plusliga.pl/players/id/1346/tour/41.html
2022-2023,Kamil Szymura,24.01.1999,Cuprum Lubin,Libero,185,80,320,,https://www.plusliga.pl/players/id/1055/tour/41.html
2022-2023,Jakub Ziobrowski,23.01.1997,Cuprum Lubin,Atakujący,202,102,350,,https://www.plusliga.pl/players/id/851/tour/41.html
2022-2023,Sebastian Adamczyk,28.02.1999,GKS Katowice,Środkowy,208,101,351,,https://www.plusliga.pl/players/id/2151/tour/41.html
2022-2023,Damian Domagała,23.04.1998,GKS Katowice,Atakujący,199,89,350,,https://www.plusliga.pl/players/id/405/tour/41.html
2022-2023,Piotr Hain,26.02.1991,GKS Katowice,Środkowy,208,105,350,,https://www.plusliga.pl/players/id/2002/tour/41.html
2022-2023,Jakub Jarosz,10.02.1987,GKS Katowice,Atakujący,197,90,355,,https://www.plusliga.pl/players/id/798/tour/41.html
2022-2023,Marcin Kania,14.02.1996,GKS Katowice,Środkowy,203,84,352,,https://www.plusliga.pl/players/id/1446/tour/41.html
2022-2023,Jakub Lewandowski,16.07.1996,GKS Katowice,Środkowy,204,88,360,,https://www.plusliga.pl/players/id/812/tour/41.html
2022-2023,Micah Ma'a,16.04.1997,GKS Katowice,Rozgrywający,190,86,339,,https://www.plusliga.pl/players/id/1651/tour/41.html
2022-2023,Bartosz Mariański,26.05.1992,GKS Katowice,Libero,187,81,315,,https://www.plusliga.pl/players/id/318/tour/41.html
2022-2023,Wiktor Mielczarek,10.01.1998,GKS Katowice,Przyjmujący,190,88,340,,https://www.plusliga.pl/players/id/2382/tour/41.html
2022-2023,Jakub Nowosielski,11.02.1993,GKS Katowice,Rozgrywający,193,86,330,,https://www.plusliga.pl/players/id/821/tour/41.html
2022-2023,Dawid Ogórek,30.07.1990,GKS Katowice,Libero,184,80,343,,https://www.plusliga.pl/players/id/478/tour/41.html
2022-2023,Gonzalo Quiroga,25.02.1993,GKS Katowice,Przyjmujący,192,86,345,,https://www.plusliga.pl/players/id/660/tour/41.html
2022-2023,Tomas Rousseaux,31.03.1994,GKS Katowice,Przyjmujący,199,90,360,,https://www.plusliga.pl/players/id/2274/tour/41.html
2022-2023,Georgi Seganov,10.06.1993,GKS Katowice,Rozgrywający,198,83,340,,https://www.plusliga.pl/players/id/655/tour/41.html
2022-2023,Jakub Szymański,25.03.1998,GKS Katowice,Przyjmujący,200,82,355,,https://www.plusliga.pl/players/id/837/tour/41.html
2022-2023,Korneliusz Banach,25.01.1994,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Libero,185,72,320,,https://www.plusliga.pl/players/id/1198/tour/41.html
2022-2023,Bartosz Bednorz,25.07.1994,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,201,93,360,,https://www.plusliga.pl/players/id/293/tour/41.html
2022-2023,Jakub Chwastyk,13.07.2001,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Atakujący,199,87,330,,https://www.plusliga.pl/players/id/784/tour/41.html
2022-2023,Tomasz Gawron,24.05.2003,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Libero,185,75,310,,https://www.plusliga.pl/players/id/2282/tour/41.html
2022-2023,Michał Hoszman,05.03.1999,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Atakujący,193,85,340,,https://www.plusliga.pl/players/id/1677/tour/41.html
2022-2023,Norbert Huber,14.08.1998,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Środkowy,207,97,352,,https://www.plusliga.pl/players/id/1848/tour/41.html
2022-2023,Marcin Janusz,31.07.1994,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Rozgrywający,195,93,326,,https://www.plusliga.pl/players/id/1443/tour/41.html
2022-2023,Łukasz Kaczmarek,29.06.1994,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Atakujący,204,103,357,,https://www.plusliga.pl/players/id/1280/tour/41.html
2022-2023,Denis Karyagin,28.09.2002,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,202,84,330,,https://www.plusliga.pl/players/id/495/tour/41.html
2022-2023,Bartłomiej Kluth,20.12.1992,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Atakujący,210,110,356,,https://www.plusliga.pl/players/id/277/tour/41.html
2022-2023,Kacper Kupczak,01.01.2000,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Rozgrywający,197,84,334,,https://www.plusliga.pl/players/id/1001/tour/41.html
2022-2023,Dmytro Pashytskyy,29.11.1987,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Środkowy,205,100,354,,https://www.plusliga.pl/players/id/511/tour/41.html
2022-2023,Erik Shoji,24.08.1989,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Libero,184,83,320,,https://www.plusliga.pl/players/id/574/tour/41.html
2022-2023,David Smith,15.05.1985,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Środkowy,195,92,350,,https://www.plusliga.pl/players/id/462/tour/41.html
2022-2023,Adrian Staszewski,31.05.1990,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,196,102,340,,https://www.plusliga.pl/players/id/42/tour/41.html
2022-2023,Przemysław Stępień,07.02.1994,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Rozgrywający,185,80,333,,https://www.plusliga.pl/players/id/2041/tour/41.html
2022-2023,Aleksander Śliwka,24.05.1995,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,196,90,352,,https://www.plusliga.pl/players/id/87/tour/41.html
2022-2023,Twan Wiltenburg,20.01.1997,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Środkowy,205,98,353,,https://www.plusliga.pl/players/id/2322/tour/41.html
2022-2023,Maciej Wóz,31.10.2000,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Środkowy,205,100,350,,https://www.plusliga.pl/players/id/1352/tour/41.html
2022-2023,Krzysztof Zapłacki,08.08.1993,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,197,90,340,,https://www.plusliga.pl/players/id/1237/tour/41.html
2022-2023,Wojciech Żaliński,08.01.1988,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,195,100,345,,https://www.plusliga.pl/players/id/2429/tour/41.html
2022-2023,Robbert Andringa,28.10.1990,Indykpol AZS Olsztyn,Przyjmujący,191,86,330,,https://www.plusliga.pl/players/id/2101/tour/41.html
2022-2023,Taylor Averill,05.03.1992,Indykpol AZS Olsztyn,Środkowy,201,93,370,,https://www.plusliga.pl/players/id/2256/tour/41.html
2022-2023,Karol Butryn,18.06.1993,Indykpol AZS Olsztyn,Atakujący,193,102,320,,https://www.plusliga.pl/players/id/1071/tour/41.html
2022-2023,Jakub Ciunajtis,06.08.1998,Indykpol AZS Olsztyn,Libero,180,79,320,,https://www.plusliga.pl/players/id/785/tour/41.html
2022-2023,Kuba Hawryluk,08.09.2003,Indykpol AZS Olsztyn,Libero,181,92,313,,https://www.plusliga.pl/players/id/1239/tour/41.html
2022-2023,Szymon Jakubiszak,13.02.1998,Indykpol AZS Olsztyn,Środkowy,208,97,370,,https://www.plusliga.pl/players/id/2233/tour/41.html
2022-2023,Karol Jankiewicz,21.02.1996,Indykpol AZS Olsztyn,Rozgrywający,185,81,324,,https://www.plusliga.pl/players/id/1077/tour/41.html
2022-2023,Moritz Karlitzek,12.08.1996,Indykpol AZS Olsztyn,Przyjmujący,191,97,350,,https://www.plusliga.pl/players/id/1784/tour/41.html
2022-2023,Jan Król,23.08.1989,Indykpol AZS Olsztyn,Atakujący,197,98,343,,https://www.plusliga.pl/players/id/862/tour/41.html
2022-2023,Bartłomiej Lipiński,16.11.1996,Indykpol AZS Olsztyn,Przyjmujący,201,102,350,,https://www.plusliga.pl/players/id/280/tour/41.html
2022-2023,Grzegorz Pająk,01.01.1987,Indykpol AZS Olsztyn,Rozgrywający,196,94,349,,https://www.plusliga.pl/players/id/682/tour/41.html
2022-2023,Mateusz Poręba,24.08.1999,Indykpol AZS Olsztyn,Środkowy,204,102,360,,https://www.plusliga.pl/players/id/1612/tour/41.html
2022-2023,Dawid Siwczyk,13.06.1993,Indykpol AZS Olsztyn,Środkowy,197,103,371,,https://www.plusliga.pl/players/id/482/tour/41.html
2022-2023,Kamil Szymendera,30.04.2003,Indykpol AZS Olsztyn,Przyjmujący,191,94,345,,https://www.plusliga.pl/players/id/1054/tour/41.html
2022-2023,Joshua Tuaniga,18.03.1997,Indykpol AZS Olsztyn,Rozgrywający,190,102,342,,https://www.plusliga.pl/players/id/941/tour/41.html
2022-2023,Stéphen Boyer,10.04.1996,Jastrzębski Węgiel,Atakujący,196,90,355,,https://www.plusliga.pl/players/id/2216/tour/41.html
2022-2023,Trevor Clevenot,28.06.1994,Jastrzębski Węgiel,Przyjmujący,199,89,345,,https://www.plusliga.pl/players/id/2318/tour/41.html
2022-2023,Kamil Dębski,17.10.1997,Jastrzębski Węgiel,Przyjmujący,198,93,342,,https://www.plusliga.pl/players/id/1027/tour/41.html
2022-2023,Dawid Dryja,21.07.1992,Jastrzębski Węgiel,Środkowy,201,96,355,,https://www.plusliga.pl/players/id/467/tour/41.html
2022-2023,Olaf Dzienkowski,25.08.2004,Jastrzębski Węgiel,Atakujący,202,86,335,,https://www.plusliga.pl/players/id/1850/tour/41.html
2022-2023,Tomasz Fornal,31.08.1997,Jastrzębski Węgiel,Przyjmujący,198,92,340,,https://www.plusliga.pl/players/id/2281/tour/41.html
2022-2023,Jurij Gladyr,08.07.1984,Jastrzębski Węgiel,Środkowy,202,96,360,,https://www.plusliga.pl/players/id/982/tour/41.html
2022-2023,Rankingi,,Jastrzębski Węgiel,,,,,,https://www.plusliga.pl/players/id/1400/tour/41.html
2022-2023,Jan Hadrava,03.06.1991,Jastrzębski Węgiel,Atakujący,199,103,357,,https://www.plusliga.pl/players/id/858/tour/41.html
2022-2023,Moustapha M'Baye,18.09.1992,Jastrzębski Węgiel,Środkowy,198,92,360,,https://www.plusliga.pl/players/id/1787/tour/41.html
2022-2023,Jakub Macyra,22.07.1995,Jastrzębski Węgiel,Środkowy,202,96,355,,https://www.plusliga.pl/players/id/815/tour/41.html
2022-2023,Aleksander Piksa,23.01.2005,Jastrzębski Węgiel,Libero,183,73,315,,https://www.plusliga.pl/players/id/86/tour/41.html
2022-2023,Filip Popiwczak,10.10.2005,Jastrzębski Węgiel,Libero,175,65,315,,https://www.plusliga.pl/players/id/626/tour/41.html
2022-2023,Jakub Popiwczak,17.04.1996,Jastrzębski Węgiel,Libero,180,78,320,,https://www.plusliga.pl/players/id/825/tour/41.html
2022-2023,Dominnik Rakowski,01.11.2004,Jastrzębski Węgiel,Atakujący,199,83,340,,https://www.plusliga.pl/players/id/537/tour/41.html
2022-2023,Kamil Strzymszok,21.01.2004,Jastrzębski Węgiel,Rozgrywający,192,85,330,,https://www.plusliga.pl/players/id/1051/tour/41.html
2022-2023,Rafał Szymura,29.08.1995,Jastrzębski Węgiel,Przyjmujący,197,100,345,,https://www.plusliga.pl/players/id/2084/tour/41.html
2022-2023,Eemi Tervaportti,26.07.1989,Jastrzębski Węgiel,Rozgrywający,193,84,338,,https://www.plusliga.pl/players/id/554/tour/41.html
2022-2023,Benjamin Toniutti,30.10.1989,Jastrzębski Węgiel,Rozgrywający,183,75,320,,https://www.plusliga.pl/players/id/341/tour/41.html
2022-2023,Łukasz Wiśniewski,03.02.1989,Jastrzębski Węgiel,Środkowy,198,104,343,,https://www.plusliga.pl/players/id/1309/tour/41.html
2022-2023,Rafał Faryna,28.09.1994,LUK Lublin,Atakujący,200,100,351,,https://www.plusliga.pl/players/id/2069/tour/41.html
2022-2023,Szymon Gregorowicz,07.03.1994,LUK Lublin,Libero,183,77,325,,https://www.plusliga.pl/players/id/2231/tour/41.html
2022-2023,Damian Hudzik,14.05.1998,LUK Lublin,Środkowy,204,107,360,,https://www.plusliga.pl/players/id/407/tour/41.html
2022-2023,Jeffrey Jendryk,15.09.1995,LUK Lublin,Środkowy,205,90,368,,https://www.plusliga.pl/players/id/890/tour/41.html
2022-2023,Mateusz Jóźwik,30.05.1996,LUK Lublin,Przyjmujący,196,85,337,,https://www.plusliga.pl/players/id/1592/tour/41.html
2022-2023,Marcin Komenda,24.05.1996,LUK Lublin,Rozgrywający,198,92,345,,https://www.plusliga.pl/players/id/1453/tour/41.html
2022-2023,Mateusz Malinowski,06.05.1992,LUK Lublin,Atakujący,197,99,349,,https://www.plusliga.pl/players/id/1603/tour/41.html
2022-2023,Jan Nowakowski,17.05.1994,LUK Lublin,Środkowy,202,110,360,,https://www.plusliga.pl/players/id/864/tour/41.html
2022-2023,Szymon Romać,01.10.1992,LUK Lublin,Atakujący,196,99,350,,https://www.plusliga.pl/players/id/2241/tour/41.html
2022-2023,Konrad Stajer,30.05.1994,LUK Lublin,Środkowy,200,84,350,,https://www.plusliga.pl/players/id/1191/tour/41.html
2022-2023,Nicolas Szerszeń,31.12.1996,LUK Lublin,Przyjmujący,195,96,343,,https://www.plusliga.pl/players/id/1826/tour/41.html
2022-2023,Cristiano Torelli Mello Tavares,29.10.1996,LUK Lublin,Rozgrywający,193,87,330,,https://www.plusliga.pl/players/id/393/tour/41.html
2022-2023,Jakub Wachnik,16.02.1993,LUK Lublin,Przyjmujący,202,109,349,,https://www.plusliga.pl/players/id/842/tour/41.html
2022-2023,Dustin Watten,27.10.1986,LUK Lublin,Libero,183,80,306,,https://www.plusliga.pl/players/id/548/tour/41.html
